"year","state","district","otherPct","id","INC","winner","open","challenged","demExpenditures","repExpenditures","otherExpenditures","midterm","cookPVI","presParty","presINCsameParty","prevPresR","prevPresD","prevPresINC","yrsINCpartyControl","termsDemControl","termsRepControl","age25to44","age65andover","raceWhite","raceBlackOrAfricanAmerican","raceAmericanIndianAndAlaskaNative","raceAsian","raceNativeHawaiianAndOtherPacificIslander","RaceSomeOtherRace","raceTwoOrMoreRaces","raceHispanicOrLatino","unemploymentRate","deltaUnemploymentRate","medianHouseholdIncome","percentDeltaMedianHouseholdIncome","percentBelowPovertyLevel","INCdwNom","sabato","sabatoNum","weightedPVI","incWin","thirdParty","midtermEffect","ideologyEffect","incExpenditures","nincExpenditures","incExpDiff","dExpDiff","logIncExp","PVIeffect","dPct2","rPct2","dWin","logNincExp","incPct2","sabatoScore","polls","dSwing","prevElectionDem","Prev2ElectionDem","Prev2ElectionDemDiff","OpenInc","midPres","prevElectionDemDiff","prevElectionDemDiffSwing","logDemExp","logRepExp","logDemContDiff","ideologyEffectDem","crossPressure"
"2012","OH","5",0.035688506,"2012OH5","R","R",0,1,471537.9,1284548.04,0,"0",8,"D","-1",52.2,46,52.2,17,0,17,23.9,14.5,94.6,1.5,0.2,0.6,0,1.4,1.6,4.9,6.1,0.2,48564,-0.024647887,8.5,0.519,"R",5,8,"1","1","0",4.152,1284548.04,471537.9,1.00216139277918,-813010.14,14.0659182730828,8,0.406124012731345,0.593875987268655,"0",13.0637568803036,0.593875987268655,5,1.2,8,0.280740407055169,0.359090061,-0.140909939,"R","On-cycle",-0.219259592944831,-0.0783496539448312,13.0637568803036,14.0659182730828,-1.00216139277918,4.152,0
"2012","OH","6",0,"2012OH6","R","R",0,1,1562856.56,2052250.45,8518.82,"0",5,"D","-1",53.1,44.7,53.1,1,0,1,23.4,16.4,94.8,2.7,0.1,0.7,0,0.3,1.5,1.2,5.1,0.6,40867,-0.038294957,11.7,0.429,"Leans R",2,6,"1","0","0",2.145,2052250.45,1562856.56,0.272421543938682,-489393.89,14.5344480167519,5,0.467486568709949,0.532513431290051,"0",14.2620264728132,0.532513431290051,2,1.2,8,0.473603648912039,0.654776492772163,0.154776492772163,"R","On-cycle",-0.0263963510879607,-0.181172843860124,14.2620264728132,14.5344480167519,-0.272421543938682,2.145,0
"2012","OH","7",0,"2012OH7","R","R",0,1,950262.98,1874189.1,0,"0",5,"D","-1",50.9,46.9,50.9,17,0,17,26,13,85.2,9.9,0.2,1.3,0,0.8,2.5,2.3,5.5,0.3,50425,-0.029529003,10.2,0.367,"R",5,5,"1","0","0",1.835,1874189.1,950262.98,0.679192078742954,-923926.12,14.4436871774041,5,0.436044228845009,0.563955771154991,"0",13.7644950986612,0.563955771154991,5,1.2,8,0.341546955404325,0.417846516,-0.082153484,"R","On-cycle",-0.158453044595675,-0.0762995605956749,13.7644950986612,14.4436871774041,-0.679192078742954,1.835,0
"2012","OH","8",0.00025158,"2012OH8","R","R",0,0,0,21206623.09,0,"0",14,"D","-1",60.3,38.1,60.3,17,0,17,25.5,13,89.1,6.1,0.2,1.9,0,0.8,1.8,2.9,5.9,0.4,50702,-0.029781863,9.4,0.513,"R",5,14,"1","0","0",7.182,21206623.09,0,16.8698241479132,-21206623.09,16.8698241479132,14,0,1,"0",0,1,5,1.2,8,0.315812936753266,0.320963259,-0.179036741,"R","On-cycle",-0.184187063246734,-0.00515032224673384,0,16.8698241479132,-16.8698241479132,7.182,0
"2012","OH","9",0.039323732,"2012OH9","D","D",0,1,1650694.45,433005.29,0,"0",-15,"D","1",31.6,66.8,66.8,15,15,0,24.6,14.1,79.2,15.2,0.3,1.3,0,1.3,2.7,5.1,7.5,0.1,44678,-0.016182461,12.7,-0.35,"D",-5,-15,"1","1","0",5.25,1650694.45,433005.29,1.33819970848745,1217689.16,14.3167072419255,15,0.76027873104758,0.23972126895242,"1",12.978507533438,0.76027873104758,5,1.2,8,0.59353836,0.743735054,0.243735054,"D","On-cycle",0.09353836,-0.150196694,14.3167072419255,12.978507533438,1.33819970848745,-5.25,0
"2012","OH","10",0.029665028,"2012OH10","R","R",0,1,588790.05,1456359.91,0,"0",2,"D","-1",49.3,49.3,49.3,0,8,0,26.6,15.5,85.6,8.2,0.2,2.2,0,1.5,2.2,7.1,6.5,0.3,46971,-0.032019757,10.5,-0.582,"R",5,3,"1","1","0",-1.164,1456359.91,588790.05,0.90562470889574,-867569.86,14.1914513547694,2,0.386377166974164,0.613622833025836,"0",13.2858266458737,0.613622833025836,5,1.2,8,0.54735028551589,0.593047898347452,0.0930478983474523,"R","On-cycle",0.0473502855158896,-0.0456976128315627,13.2858266458737,14.1914513547694,-0.90562470889574,-1.164,1
"2012","OH","11",0,"2012OH11","D","D",0,0,739455.05,0,0,"0",-30,"D","1",17.2,82,82,15,15,0,24.2,15.4,35.5,59.5,0.2,2.4,0,0.8,1.7,2.8,8.6,0.5,35513,-0.030101653,19,-0.582,"D",-5,-30,"1","0","0",17.46,739455.05,0,13.5136701273182,739455.05,13.5136701273182,30,1,0,"1",0,1,5,1.2,8,0.829299424,0.852799999932755,0.352799999932755,"D","On-cycle",0.329299424,-0.023500575932755,13.5136701273182,0,13.5136701273182,-17.46,0
"2012","OH","12",0,"2012OH12","R","R",0,1,25180.1,2528310.15,0,"0",8,"D","-1",53.7,44.8,53.7,15,0,15,28.7,10.5,70.8,22,0.1,3.5,0,1.1,2.5,3,5.2,0.8,59097,-0.031118331,9.9,0.386,"R",5,8,"1","0","0",3.088,2528310.15,25180.1,4.60921311605351,-2503130.05,14.7430621081623,8,0.365314474284102,0.634685525715899,"0",10.1338489921088,0.634685525715899,5,1.2,8,0.423492148913224,0.435351077395128,-0.0646489226048721,"R","On-cycle",-0.0765078510867759,-0.0118589284819037,10.1338489921088,14.7430621081623,-4.60921311605351,3.088,0
"2012","OH","13",0,"2012OH13","D","D",0,1,983820.48,49956.53,0,"0",-12,"D","1",35.8,62.3,62.3,16,16,0,25,14.5,82.4,12,0.2,1.9,0,1.3,2.2,4.6,6.4,0.3,51330,-0.025228911,10.6,-0.44,"D",-5,-11,"1","0","0",5.28,983820.48,49956.53,2.98027121334536,933863.95,13.7991997368111,12,0.727698602029591,0.272301397970409,"1",10.8189285234657,0.727698602029591,5,1.2,8,0.557321987,0.647060404725945,0.147060404725945,"D","On-cycle",0.057321987,-0.0897384177259449,13.7991997368111,10.8189285234657,2.98027121334536,-5.28,0
"2012","OH","14",0.072320068,"2012OH14","R","R",1,1,0,1679056.36,12977,"0",3,"D","-1",49.4,49.1,49.4,5,0,5,23.6,15.2,92.7,3.6,0.1,1.7,0,0.5,1.4,2.3,4.7,0.4,59653,-0.015925435,6,0.211,"R",5,3,"1","1","0",0.633,1679056.36,0,14.3337430986685,-1679056.36,14.3337430986685,3,0.41750344118897,0.58249655881103,"0",0,0.58249655881103,5,1.2,8,0.326336512249117,0.399149511162515,-0.100850488837485,"Open","On-cycle",-0.173663487750883,-0.0728129989133984,0,14.3337430986685,-14.3337430986685,0.633,0
"2012","OH","15",0,"2012OH15","R","R",0,1,124450.41,2541560.71,0,"0",6,"D","-1",52.2,46.1,52.2,1,0,1,30.9,9.8,83,9.1,0.3,3.9,0,1.4,2.4,4.8,5.2,0.7,51859,-0.020710002,10.9,0.3,"R",5,6,"1","0","0",1.8,2541560.71,124450.41,3.01661865892787,-2417110.3,14.7482892965108,6,0.384412157197907,0.615587842802093,"0",11.7316706375829,0.615587842802093,5,1.2,8,0.432571195114777,0.504175455764517,0.0041754557645175,"R","On-cycle",-0.0674288048852226,-0.0716042606497401,11.7316706375829,14.7482892965108,-3.01661865892787,1.8,0
"2012","OH","16",0,"2012OH16","R","R",0,1,2597762.35,3381616.9,0,"0",5,"D","-1",51.3,47.2,51.3,1,0,1,23.9,15.1,91.9,4.9,0.2,0.8,0,0.3,1.8,1.5,5.6,0.8,48964,-0.018054081,8.9,0.385,"Leans D",-2,5,"1","0","0",1.925,3381616.9,2597762.35,0.263703438808628,-783854.55,15.033864821573,5,0.47953318286201,0.52046681713799,"0",14.7701613827643,0.52046681713799,-2,1.2,8,0.442041998332176,0.553630906,0.053630906,"R","On-cycle",-0.0579580016678239,-0.111588907667824,14.7701613827643,15.033864821573,-0.263703438808628,1.925,0
"2012","OK","1",0.044887702,"2012OK1","R","R",1,1,322254.34,2127517.64,0,"0",16,"D","-1",64.2,35.8,64.2,13,0,13,27,12.4,73.5,9,5.6,2.1,0.1,2.9,6.9,9.4,4.1,0.7,48502,-0.015277721,10.5,0.513,"R",5,17,"1","1","0",8.208,2127517.64,322254.34,1.887367409199,-1805263.3,14.5704669008484,16,0.335483752591696,0.664516247408304,"0",12.6830994916494,0.664516247408304,5,1.2,8,0,0.338323743,-0.161676257,"Open","On-cycle",-0.5,-0.338323743,12.6830994916494,14.5704669008484,-1.887367409199,8.208,0
"2012","OK","2",0.043214212,"2012OK2","D","R",1,1,2368172.91,2964065.9,0,"0",14,"D","1",65.7,34.3,34.3,6,6,0,23.7,15.9,68.4,3.7,14.2,0.5,0.1,1.3,12,4.2,4.6,0.6,38088,-0.064324722,15.2,-0.112,"Leans R",2,16,"0","1","0",-1.568,2368172.91,2964065.9,-0.224443121981304,-595892.99,14.6776297140123,-14,0.400701470502373,0.599298529497627,"0",14.9020728359936,0.400701470502373,-2,1.2,8,0.565238287,0.704690719,0.204690719,"Open","On-cycle",0.065238287,-0.139452432,14.6776297140123,14.9020728359936,-0.224443121981304,1.568,-1
"2012","OK","3",0.047712152,"2012OK3","R","R",0,1,507.61,1665973.74,0,"0",24,"D","-1",72.9,27.1,72.9,8,0,8,24.5,14.3,81.1,3.6,5.6,1.1,0.2,3,5.4,8,3.6,0.7,44016,-0.040053617,10.9,0.363,"R",5,25,"1","1","0",8.712,1665973.74,507.61,8.09423942491767,-1665466.13,14.3259209395292,24,0.209516644724469,0.790483355275531,"0",6.23168151461148,0.790483355275531,5,1.2,8,0.220064928,0.252620608413658,-0.247379391586342,"R","On-cycle",-0.279935072,-0.0325556804136578,6.23168151461148,14.3259209395292,-8.09423942491767,8.712,0
"2012","OK","4",0.045115641,"2012OK4","R","R",0,1,35892.51,773950.43,0,"0",18,"D","-1",66.1,33.9,66.1,9,0,9,26.5,12.4,77.6,6.4,5.3,2.1,0.2,1.6,6.8,7.2,3.5,0.4,48412,-0.043315707,9.7,0.337,"R",5,19,"1","1","0",6.066,773950.43,35892.51,3.07095262047548,-738057.92,13.5592643986649,18,0.289018689708994,0.710981310291006,"0",10.4883117781894,0.710981310291006,5,1.2,8,0,0.306728673998184,-0.193271326001816,"R","On-cycle",-0.5,-0.306728673998184,10.4883117781894,13.5592643986649,-3.07095262047548,6.066,0
"2012","OK","5",0.040393309,"2012OK5","R","R",0,1,151632.72,815426.72,0,"0",13,"D","-1",59.2,40.8,59.2,17,0,17,27.3,12.3,68.6,13.6,4.3,2.7,0.1,4.3,6.4,13.9,4.3,0.3,43233,-0.044664955,13.7,0.57,"R",5,13,"1","1","0",7.41,815426.72,151632.72,1.68224490947672,-663794,13.6114680643744,13,0.388296622555325,0.611703377444675,"0",11.9292231548977,0.611703377444675,5,1.2,8,0.355830850244084,0.341084083,-0.158915917,"R","On-cycle",-0.144169149755916,0.0147467672440841,11.9292231548977,13.6114680643744,-1.68224490947672,7.41,0
"2012","OR","1",0.072184294,"2012OR1","D","D",0,1,2899981.38,1446091,0,"0",-6,"D","1",37.7,59.6,59.6,16,16,0,30.1,11.1,80.9,1.6,1.4,6.5,0.4,5.7,3.6,13.1,6.1,0.6,59382,-0.019046176,7.8,-0.388,"D",-5,-7,"1","1","0",2.328,2899981.38,1446091,0.69583991560947,1453890.38,14.8802152190762,6,0.643306323647998,0.356693676352002,"1",14.1843753034667,0.643306323647998,5,1.2,8,0.566202355371024,1,0.5,"D","On-cycle",0.0662023553710244,-0.433797644628976,14.8802152190762,14.1843753034667,0.69583991560947,-2.328,0
"2012","OR","2",0.021171819,"2012OR2","R","R",0,1,34401.22,2395607.96,0,"0",10,"D","-1",53.8,43.3,53.8,17,0,17,23.8,16.5,90.6,0.5,2,1,0.2,2.5,3.2,12.1,6.5,1.2,44669,-0.002238689,11.1,0.339,"R",5,9,"1","1","0",3.39,2395607.96,34401.22,4.24327164339287,-2361206.74,14.6891480195558,10,0.297862579437411,0.702137420562589,"0",10.4458763761629,0.702137420562589,5,1.2,8,0.259225337713339,0.270347214349397,-0.229652785650603,"R","On-cycle",-0.240774662286661,-0.0111218766360584,10.4458763761629,14.6891480195558,-4.24327164339287,3.39,0
"2012","OR","3",0.055755654,"2012OR3","D","D",0,1,981705.69,18640.66,0,"0",-21,"D","1",24.3,72.9,72.9,16,16,0,32.3,10.7,79,5.3,1.2,6.4,0.6,3.4,4.1,10.9,6.6,0.9,51494,-0.00668039,11.4,-0.429,"D",-5,-21,"1","1","0",9.009,981705.69,18640.66,3.96389371629823,963065.03,13.7970478563666,21,0.79026495359435,0.20973504640565,"1",9.83315414006834,0.79026495359435,5,1.2,8,0.740378348427392,0.781544922117835,0.281544922117835,"D","On-cycle",0.240378348427392,-0.0411665736904427,13.7970478563666,9.83315414006834,3.96389371629823,-9.009,0
"2012","OR","4",0.017254324,"2012OR4","D","D",0,1,1462026.61,1237049.47,0,"0",-2,"D","1",42.7,54.2,54.2,16,16,0,23.1,16.7,90.5,0.7,1.5,1.8,0.2,1.8,3.4,6.6,6.1,0.7,42332,-0.018945479,11,-0.428,"D",-5,-2,"1","1","0",0.856,1462026.61,1237049.47,0.167094353336781,224977.14,14.1953348042025,2,0.602311729836028,0.397688270163972,"1",14.0282404508657,0.602311729836028,5,1.2,8,0.555661613487476,1,0.5,"D","On-cycle",0.0556616134874764,-0.444338386512524,14.1953348042025,14.0282404508657,0.167094353336781,-0.856,0
"2012","OR","5",0.033934939,"2012OR5","D","D",0,1,1197026.63,76868.28,0,"0",0,"D","1",44.2,53,53,8,8,0,24.6,13.9,86.1,0.8,1.4,2.5,0.4,5.3,3.5,14.5,6.2,1.2,52585,-0.010345155,9.9,-0.189,"D",-5,-1,"1","1","0",0,1197026.63,76868.28,2.74549047114402,1120158.35,13.9953520669805,0,0.560050181386119,0.439949818613881,"1",11.2498615958365,0.560050181386119,5,1.2,8,0.527221077141154,0.58597042625983,0.0859704262598296,"D","On-cycle",0.027221077141154,-0.0587493491186757,13.9953520669805,11.2498615958365,2.74549047114402,0,0
"2012","PA","1",0,"2012PA1","D","D",0,1,1042313.89,8932,0,"0",-25,"D","1",20.6,78.7,78.7,16,16,0,28.7,10.6,32,48.4,0.3,6.3,0,10.4,2.5,18.9,8.8,0.7,33885,-0.027622842,25.3,-0.481,"D",-5,-25,"1","0","0",12.025,1042313.89,8932,4.75944708963782,1033381.89,13.8569546533397,25,0.849485027174109,0.150514972825891,"1",9.09750756370184,0.849485027174109,5,1.2,8,1,0.907615705,0.407615705,"D","On-cycle",0.5,0.092384295,13.8569546533397,9.09750756370184,4.75944708963782,-12.025,0
"2012","PA","2",0.013549915,"2012PA2","D","D",0,1,525952.05,11274.15,0,"0",-39,"D","1",8.8,91,91,16,16,0,28,12.5,32.2,58.3,0.2,5.8,0,1.5,2,4.2,7.3,0.8,37239,0.006955074,19.6,-0.472,"D",-5,-38,"1","1","0",18.408,525952.05,11274.15,3.84261076112915,514677.9,13.1729672291809,39,0.905048114530503,0.0949518854694971,"1",9.33035646805179,0.905048114530503,5,1.2,8,0.89298363,0.889296451,0.389296451,"D","On-cycle",0.39298363,0.00368717900000004,13.1729672291809,9.33035646805179,3.84261076112915,-18.408,0
"2012","PA","3",0.042163338,"2012PA3","R","R",0,1,243534.68,1139317.64,6032,"0",5,"D","-1",52.3,46.3,52.3,1,0,1,23.3,15.9,92.9,4,0.2,0.8,0,0.5,1.6,2,4.8,0.3,44750,-0.032424581,9.6,0.317,"R",5,6,"1","1","0",1.585,1139317.64,243534.68,1.54292221693127,-895782.96,13.9459409574757,5,0.427710614683237,0.572289385316763,"0",12.4030187405445,0.572289385316763,5,1.2,8,0.442775839,0.512456683,0.012456683,"R","On-cycle",-0.057224161,-0.069680844,12.4030187405445,13.9459409574757,-1.54292221693127,1.585,0
"2012","PA","4",0.058339364,"2012PA4","R","R",1,1,120921.87,967072.5,4254,"0",9,"D","-1",53.8,45.1,53.8,0,3,0,23.3,17.4,93.3,3.5,0.1,1.5,0,0.3,1.4,1.1,3.7,0.3,57582,-0.055677121,5.9,-0.133,"R",5,9,"1","1","0",-1.197,967072.5,120921.87,2.0791215965076,-846150.63,13.78202977982,9,0.36557017390636,0.63442982609364,"0",11.7029081833124,0.63442982609364,5,1.2,8,0.508135501,0.558579655,0.058579655,"Open","On-cycle",0.00813550100000004,-0.0504441539999999,11.7029081833124,13.78202977982,-2.0791215965076,-1.197,1
"2012","PA","5",0,"2012PA5","R","R",0,1,36393.8,1262547.04,0,"0",6,"D","-1",51.5,47.1,51.5,8,0,8,22.9,16.1,95.1,1.9,0.2,1.5,0,0.3,1,1.5,4.5,0.2,42443,-0.051622176,9.1,0.308,"R",5,6,"1","0","0",1.848,1262547.04,36393.8,3.54646130461594,-1226153.24,14.0486424908929,6,0.370753898713115,0.629246101286885,"0",10.5021811862769,0.629246101286885,5,1.2,8,0.291292644380382,0.419775242252886,-0.0802247577471145,"R","On-cycle",-0.208707355619618,-0.128482597872504,10.5021811862769,14.0486424908929,-3.54646130461594,1.848,0
"2012","PA","6",0,"2012PA6","R","R",0,1,1356020.92,2108953.16,0,"0",1,"D","-1",46,53,46,5,0,5,25.7,13.8,84.2,7.4,0.1,3.7,0,2.6,1.9,7.3,4.6,0.7,72082,-0.020768014,5.1,0.221,"Likely R",3,1,"1","0","0",0.221,2108953.16,1356020.92,0.441636811261501,-752932.24,14.5617027238051,1,0.428587181993753,0.571412818006247,"0",14.1200659125436,0.571412818006247,3,1.2,8,0.428975126,0.478989474,-0.021010526,"R","On-cycle",-0.071024874,-0.050014348,14.1200659125436,14.5617027238051,-0.441636811261501,0.221,0
"2012","PA","7",0,"2012PA7","R","R",0,1,560345.79,1652798.44,0,"0",0,"D","-1",47.8,51.2,47.8,1,0,1,25.5,14.8,82.9,9.4,0.1,5.5,0,0.6,1.5,2.7,4.2,0.6,73161,-0.025956452,4.3,0.22,"R",5,1,"1","0","0",0,1652798.44,560345.79,1.08166989962722,-1092452.65,14.3179810385285,0,0.406022334071767,0.593977665928233,"0",13.2363111389013,0.593977665928233,5,1.2,8,0.444565344837796,0.595926396,0.095926396,"R","On-cycle",-0.0554346551622045,-0.151361051162204,13.2363111389013,14.3179810385285,-1.08166989962722,0,0
"2012","PA","8",0,"2012PA8","R","R",0,1,1443330.66,2586003.8,0,"0",-1,"D","-1",45.7,53.2,45.7,1,0,1,24.6,14.4,89.8,4,0.1,3.9,0,0.9,1.4,4.3,4.7,0.9,75430,-0.025069601,3.8,0.202,"Likely R",3,-1,"1","0","0",-0.202,2586003.8,1443330.66,0.583160042504167,-1142673.14,14.7656246944607,-1,0.43396510314049,0.56603489685951,"0",14.1824646519565,0.56603489685951,3,1.2,8,0.464773685,0.576924646580191,0.0769246465801908,"R","On-cycle",-0.035226315,-0.112150961580191,14.1824646519565,14.7656246944607,-0.583160042504167,-0.202,1
"2012","PA","9",0,"2012PA9","R","R",0,1,14974,1483252.4,0,"0",10,"D","-1",57.9,40.9,57.9,8,0,8,24.3,16.6,95.7,2.2,0.2,0.6,0,0.4,1,1.8,4.5,0.5,45789,-0.044246435,8.6,0.374,"R",5,11,"1","0","0",3.74,1483252.4,14974,4.59561105339822,-1468278.4,14.2097484763819,10,0.383252219245001,0.616747780754999,"0",9.61413742298365,0.616747780754999,5,1.2,8,0.269387209,0.360760141,-0.139239859,"R","On-cycle",-0.230612791,-0.091372932,9.61413742298365,14.2097484763819,-4.59561105339822,3.74,0
"2012","PA","10",0,"2012PA10","R","R",0,1,185146.28,820221.99,0,"0",12,"D","-1",56.5,42.3,56.5,1,0,1,23.6,17.1,94.6,2.6,0.2,0.7,0,0.7,1.2,2.6,4.3,0.3,47002,-0.053082848,8.2,0.35,"R",5,12,"1","0","0",4.2,820221.99,185146.28,1.48842462585351,-635075.71,13.6173315212961,12,0.344157931261186,0.655842068738814,"0",12.1289068954426,0.655842068738814,5,1.2,8,0.448232682,0.563316498,0.0633164980000001,"R","On-cycle",-0.051767318,-0.115083816,12.1289068954426,13.6173315212961,-1.48842462585351,4.2,0
"2012","PA","11",0,"2012PA11","R","R",0,1,222082.59,1335284.52,0,"0",6,"D","-1",51.7,47.1,51.7,1,0,1,23.8,16.6,89.3,5.7,0.1,1.4,0,1.8,1.6,7.6,5.2,0.9,45462,-0.035414192,9.9,0.274,"R",5,6,"1","0","0",1.644,1335284.52,222082.59,1.79384657809243,-1113201.93,14.1046556996082,6,0.414557605593307,0.585442394406693,"0",12.3108091215157,0.585442394406693,5,1.2,8,0.452994427,0.51627341,0.01627341,"R","On-cycle",-0.047005573,-0.0632789830000001,12.3108091215157,14.1046556996082,-1.79384657809243,1.644,0
"2012","PA","12",0,"2012PA12","D","R",0,1,4353302.16,2015329.53,0,"0",6,"D","1",54.1,44.7,44.7,16,16,0,23,18.5,93.7,3.8,0.1,0.6,0,0.3,1.5,1,4.6,0.4,40819,-0.037139567,10.8,-0.326,"Leans D",-2,7,"0","0","0",-1.956,4353302.16,2015329.53,0.770151687382992,2337972.63,15.2864454620331,-6,0.48264742241275,0.51735257758725,"0",14.5162937746501,0.48264742241275,2,1.2,8,0.507790483,0.578520649,0.078520649,"D","On-cycle",0.00779048299999996,-0.070730166,15.2864454620331,14.5162937746501,0.770151687382992,1.956,-1
"2012","PA","13",0,"2012PA13","D","D",0,1,1211399.2,172422.01,0,"0",-12,"D","1",33.7,65.4,65.4,7,7,0,26.4,15.4,78.7,9.6,0.2,6.9,0,2.7,1.9,6.9,5.8,1,61308,-0.025575781,7.1,-0.343,"D",-5,-12,"1","0","0",4.116,1211399.2,172422.01,1.94958134164413,1038977.19,14.0072874386272,12,0.69087515922309,0.30912484077691,"1",12.0577060969831,0.69087515922309,5,1.2,8,0.563415711,0.645174821849358,0.145174821849358,"D","On-cycle",0.063415711,-0.0817591108493578,14.0072874386272,12.0577060969831,1.94958134164413,-4.116,0
"2012","PA","14",0,"2012PA14","D","D",0,1,762164.99,0,32719.29,"0",-16,"D","1",32,67,67,16,16,0,25.8,16,70.2,23.7,0.1,2.7,0,0.6,2.6,1.9,5.7,0.8,37809,-0.024994049,13.8,-0.326,"D",-5,-15,"1","0","0",5.216,762164.99,0,13.5439196455919,762164.99,13.5439196455919,16,0.768943394153232,0.231056605846768,"1",0,0.768943394153232,5,1.2,8,0.709438019622016,1,0.5,"D","On-cycle",0.209438019622016,-0.290561980377984,13.5439196455919,0,13.5439196455919,-5.216,0
"2012","PA","15",0,"2012PA15","R","R",0,1,200201.27,1511724.42,1877.96,"0",2,"D","-1",46.6,52.1,46.6,7,0,7,25.1,15,85.1,5.3,0.2,2.6,0,4.7,2.2,13.2,5.2,0.9,58298,-0.008576624,7.5,0.243,"R",5,2,"1","0","0",0.486,1511724.42,200201.27,2.02167873424083,-1311523.15,14.2287622187011,2,0.432494525130658,0.567505474869342,"0",12.2070834844603,0.567505474869342,5,1.2,8,0.421373480929897,0.414290142,-0.085709858,"R","On-cycle",-0.078626519070103,0.00708333892989704,12.2070834844603,14.2287622187011,-2.02167873424083,0.486,0
"2012","PA","16",0.061113628,"2012PA16","R","R",0,1,85079.49,1208910.52,14290.94,"0",6,"D","-1",49,50.1,49,17,0,17,24.4,13.9,87.2,4.7,0.1,1.8,0,4.3,1.9,12.8,4.6,0.4,56602,-0.008144589,8.5,0.538,"R",5,5,"1","1","0",3.228,1208910.52,85079.49,2.65387791388589,-1123831.03,14.0052309424689,6,0.415836066677388,0.584163933322612,"0",11.351353028583,0.584163933322612,5,1.2,8,0.346131531,0.413713935152499,-0.0862860648475011,"R","On-cycle",-0.153868469,-0.0675824041524989,11.351353028583,14.0052309424689,-2.65387791388589,3.228,0
"2012","PA","17",0,"2012PA17","D","D",1,1,2491811.71,27107.34,0,"0",-4,"D","1",41.9,56.9,56.9,5,5,0,25.5,15.5,85.7,8.2,0.1,1.6,0,2.3,2.1,5.7,4.6,0.7,52631,-0.047994528,7.6,-0.233,"D",-5,-4,"1","0","0",0.932,2491811.71,27107.34,4.52092429096404,2464704.37,14.7285209995643,4,0.603110601230937,0.396889398769063,"1",10.2075967086002,0.603110601230937,5,1.2,8,0.555005949,0.636794136,0.136794136,"Open","On-cycle",0.055005949,-0.081788187,14.7285209995643,10.2075967086002,4.52092429096404,-0.932,0
"2012","PA","18",0,"2012PA18","R","R",0,1,678401.48,2790357.56,0,"0",6,"D","-1",55.2,43.8,55.2,5,0,5,23.9,17.7,93.7,2.9,0.1,1.9,0,0.2,1.2,1.1,3.7,0.2,58395,-0.045020978,5.1,0.258,"R",5,7,"1","0","0",1.548,2790357.56,678401.48,1.41418464255556,-2111956.08,14.8416806616691,6,0.360447719352088,0.639552280647912,"0",13.4274960191135,0.639552280647912,5,1.2,8,0.326717849,0.359331552,-0.140668448,"R","On-cycle",-0.173282151,-0.032613703,13.4274960191135,14.8416806616691,-1.41418464255556,1.548,0
"2012","RI","1",0.061038891,"2012RI1","D","D",0,1,2894398.07,1518951.56,0,"0",-14,"D","1",31.8,66.6,66.6,9,9,0,26,15,83.1,7.1,0.2,2.6,0.1,4.4,2.6,10.4,5.3,0.6,54139,-0.027096917,8.9,-0.397,"Leans D",-2,-14,"1","1","0",5.558,2894398.07,1518951.56,0.644756522295864,1375446.51,14.878288072313,14,0.564661110793402,0.435338889206598,"1",14.2335315500171,0.564661110793402,2,1.2,8,0.531826897638666,0.738852660728943,0.238852660728943,"D","On-cycle",0.0318268976386661,-0.207025763090277,14.878288072313,14.2335315500171,0.644756522295864,-5.558,0
"2012","RI","2",0.090853516,"2012RI2","D","D",0,1,1134598.72,999138.46,0,"0",-8,"D","1",38.3,59.9,59.9,11,11,0,25.2,13.7,80.7,4.8,0.7,3.4,0,8.2,2.2,13.8,6.5,0.8,57730,-0.017668457,8.9,-0.375,"D",-5,-8,"1","1","0",3,1134598.72,999138.46,0.127140829604393,135460.26,13.9417904770916,8,0.613415671228542,0.386584328771458,"1",13.8146496474872,0.613415671228542,5,1.2,8,0.65337095212429,0.701424402916121,0.201424402916121,"D","On-cycle",0.15337095212429,-0.0480534507918319,13.9417904770916,13.8146496474872,0.127140829604393,-3,0
"2012","SC","1",0.022271762,"2012SC1","R","R",0,1,156910.81,1363197.4,0,"0",11,"D","-1",56.1,42.7,56.1,17,0,17,27.5,13.4,73.8,20.1,0.4,1.6,0.1,2.4,1.7,5.5,5.8,0.9,50257,-0.020832919,10.1,0.661,"R",5,11,"1","1","0",7.271,1363197.4,156910.81,2.161905054586,-1206286.59,14.1253442613476,11,0.352993217340018,0.647006782659982,"0",11.9634392067616,0.647006782659982,5,1.2,8,0.304910289753992,0.479757607324178,-0.0202423926758215,"R","On-cycle",-0.195089710246008,-0.174847317570186,11.9634392067616,14.1253442613476,-2.161905054586,7.271,0
"2012","SC","2",0,"2012SC2","R","R",0,0,0,1030535.94,0,"0",15,"D","-1",59.5,39.4,59.5,10,0,10,27,12.9,67,27.2,0.3,1.6,0,2.1,1.8,6.4,5.2,0.6,52513,-0.02584122,9.4,0.547,"R",5,15,"1","0","0",8.205,1030535.94,0,13.8455905253465,-1030535.94,13.8455905253465,15,0,1,"0",0,1,5,1.2,8,0.450024951903302,0.462186416802748,-0.0378135831972521,"R","On-cycle",-0.0499750480966978,-0.0121614648994456,0,13.8455905253465,-13.8455905253465,8.205,0
